c,clean_acc,ptb_acc,inv_acc,clean_loss,ptb_loss,inv_loss,inv_success_rate
0,0.9900000095367432,0.8899999856948853,0.5799999833106995,0.039386115968227386,0.30803436040878296,171.30035400390625,0.42
5,0.9700000286102295,0.7400000095367432,0.5899999737739563,0.0722394734621048,0.6717565655708313,228.5809326171875,0.41
10,0.9800000190734863,0.6800000071525574,0.6100000143051147,0.06971544772386551,0.9269891381263733,147.41278076171875,0.39
15,0.9800000190734863,0.7300000190734863,0.6800000071525574,0.06541547179222107,0.8456796407699585,187.6361846923828,0.32
20,0.9800000190734863,0.75,0.7099999785423279,0.064094178378582,0.920835554599762,318.20001220703125,0.29
25,0.9800000190734863,0.7400000095367432,0.6200000047683716,0.05078848451375961,0.7590511441230774,103.84037780761719,0.38
30,0.9800000190734863,0.8100000023841858,0.6899999976158142,0.0383455716073513,0.6596030592918396,106.98136901855469,0.31
35,0.9800000190734863,0.7900000214576721,0.6299999952316284,0.035662177950143814,0.6351325511932373,166.47142028808594,0.37
40,0.9900000095367432,0.7799999713897705,0.7200000286102295,0.038546234369277954,0.614747941493988,113.36003875732422,0.28
45,0.9900000095367432,0.6899999976158142,0.6499999761581421,0.048893533647060394,0.8190465569496155,121.12907409667969,0.35
50,0.9800000190734863,0.8500000238418579,0.6299999952316284,0.05038084834814072,0.46237847208976746,70.59950256347656,0.37
55,1.0,0.7300000190734863,0.6700000166893005,0.029441053047776222,0.7635979652404785,109.6778335571289,0.33
60,0.9800000190734863,0.75,0.7099999785423279,0.03674575313925743,0.7649730443954468,87.24744415283203,0.29
65,0.9800000190734863,0.8600000143051147,0.6200000047683716,0.05310051143169403,0.36334624886512756,73.03034973144531,0.38
70,0.9900000095367432,0.7699999809265137,0.6399999856948853,0.0376104861497879,0.5860370397567749,141.4822235107422,0.36
75,0.9900000095367432,0.7900000214576721,0.6800000071525574,0.0315239280462265,0.5457837581634521,116.97134399414062,0.32
80,0.9900000095367432,0.7599999904632568,0.6800000071525574,0.044272709637880325,0.646456241607666,67.80998229980469,0.32
85,1.0,0.8100000023841858,0.6499999761581421,0.03351667523384094,0.49408820271492004,79.32099914550781,0.35
90,0.9900000095367432,0.7699999809265137,0.6399999856948853,0.035954609513282776,0.6000578999519348,83.97757720947266,0.36
95,0.9800000190734863,0.8199999928474426,0.6399999856948853,0.043583184480667114,0.45058268308639526,96.34894561767578,0.36
100,0.9900000095367432,0.8100000023841858,0.5799999833106995,0.034954868257045746,0.44114217162132263,149.4889678955078,0.42
105,1.0,0.7200000286102295,0.6499999761581421,0.044101085513830185,0.796887218952179,51.5023307800293,0.35
110,1.0,0.6000000238418579,0.6000000238418579,0.03626509755849838,1.0587669610977173,65.41517639160156,0.4
115,1.0,0.6499999761581421,0.6000000238418579,0.028847841545939445,0.8694230914115906,92.37150573730469,0.4
120,0.9900000095367432,0.7599999904632568,0.5699999928474426,0.035788603127002716,0.6283416152000427,53.157840728759766,0.43
125,1.0,0.8100000023841858,0.6399999856948853,0.03493069112300873,0.4446745216846466,73.56620788574219,0.36
130,1.0,0.8199999928474426,0.6700000166893005,0.045327190309762955,0.5308663845062256,70.70582580566406,0.33
135,1.0,0.7099999785423279,0.5799999833106995,0.031831223517656326,0.6941660046577454,83.51629638671875,0.42
140,0.9900000095367432,0.800000011920929,0.6299999952316284,0.046852946281433105,0.6327660083770752,42.126285552978516,0.37
145,1.0,0.699999988079071,0.6399999856948853,0.025599956512451172,0.768913209438324,76.34223175048828,0.36
150,1.0,0.7900000214576721,0.7099999785423279,0.05332781374454498,0.5048577785491943,54.96165084838867,0.29
155,1.0,0.75,0.6200000047683716,0.04268340766429901,0.7358167767524719,52.46308517456055,0.38
