i,clean_acc,ptb_acc,inv_acc
0,0.9700000286102295,0.0,0.7599999904632568
1,0.9300000071525574,0.0,0.6700000166893005
2,0.9700000286102295,0.0,0.699999988079071
3,0.9399999976158142,0.009999999776482582,0.6299999952316284
4,0.9100000262260437,0.0,0.6200000047683716
5,0.9100000262260437,0.03999999910593033,0.6800000071525574
6,0.9599999785423279,0.009999999776482582,0.6700000166893005
7,0.949999988079071,0.0,0.7200000286102295
8,0.9200000166893005,0.0,0.6899999976158142
9,0.9300000071525574,0.0,0.6399999856948853
10,0.8299999833106995,0.03999999910593033,0.5799999833106995
11,0.9300000071525574,0.009999999776482582,0.6399999856948853
12,0.8999999761581421,0.03999999910593033,0.699999988079071
13,0.9300000071525574,0.0,0.5699999928474426
14,0.8700000047683716,0.03999999910593033,0.699999988079071
15,0.949999988079071,0.05000000074505806,0.6499999761581421
16,0.9200000166893005,0.009999999776482582,0.6600000262260437
17,0.9599999785423279,0.03999999910593033,0.6800000071525574
18,0.8799999952316284,0.03999999910593033,0.7099999785423279
19,0.9800000190734863,0.009999999776482582,0.6499999761581421
20,0.8700000047683716,0.05000000074505806,0.6899999976158142
21,0.9300000071525574,0.03999999910593033,0.7300000190734863
22,0.9399999976158142,0.0,0.7099999785423279
23,0.8500000238418579,0.09000000357627869,0.6100000143051147
24,0.8799999952316284,0.05999999865889549,0.7300000190734863
25,0.8899999856948853,0.07000000029802322,0.7300000190734863
26,0.9800000190734863,0.029999999329447746,0.6399999856948853
27,0.9200000166893005,0.10000000149011612,0.7099999785423279
28,0.9399999976158142,0.07999999821186066,0.5899999737739563
29,0.8999999761581421,0.12999999523162842,0.6899999976158142
30,0.9200000166893005,0.009999999776482582,0.6299999952316284
31,0.9200000166893005,0.07999999821186066,0.7599999904632568
32,0.9599999785423279,0.05000000074505806,0.7300000190734863
33,0.949999988079071,0.07000000029802322,0.6600000262260437
34,0.9700000286102295,0.03999999910593033,0.6299999952316284
35,0.8700000047683716,0.07000000029802322,0.6399999856948853
36,0.9700000286102295,0.07999999821186066,0.7400000095367432
37,0.9200000166893005,0.07000000029802322,0.7300000190734863
38,0.9399999976158142,0.07999999821186066,0.7300000190734863
39,0.8700000047683716,0.12999999523162842,0.699999988079071
40,0.9399999976158142,0.10999999940395355,0.7200000286102295
41,0.8199999928474426,0.09000000357627869,0.6700000166893005
42,0.9200000166893005,0.05000000074505806,0.699999988079071
43,0.949999988079071,0.07999999821186066,0.6399999856948853
44,0.8999999761581421,0.05000000074505806,0.7599999904632568
45,0.9399999976158142,0.11999999731779099,0.6499999761581421
46,0.9700000286102295,0.07000000029802322,0.6899999976158142
47,0.8899999856948853,0.09000000357627869,0.6800000071525574
48,0.9599999785423279,0.1599999964237213,0.6700000166893005
49,0.949999988079071,0.10000000149011612,0.7099999785423279
50,0.8899999856948853,0.12999999523162842,0.699999988079071
51,0.9200000166893005,0.14000000059604645,0.7300000190734863
52,0.9599999785423279,0.03999999910593033,0.7200000286102295
53,0.8600000143051147,0.11999999731779099,0.7200000286102295
54,0.9399999976158142,0.14000000059604645,0.7200000286102295
55,0.9599999785423279,0.15000000596046448,0.7300000190734863
56,0.9100000262260437,0.1899999976158142,0.7300000190734863
57,0.9399999976158142,0.05000000074505806,0.7099999785423279
58,0.9300000071525574,0.15000000596046448,0.6499999761581421
59,0.9399999976158142,0.019999999552965164,0.6800000071525574
60,0.9599999785423279,0.14000000059604645,0.7300000190734863
61,0.9599999785423279,0.14000000059604645,0.7300000190734863
62,0.8799999952316284,0.20999999344348907,0.7599999904632568
63,0.9599999785423279,0.12999999523162842,0.75
64,0.9100000262260437,0.17000000178813934,0.7200000286102295
65,0.9399999976158142,0.10000000149011612,0.7200000286102295
66,0.9399999976158142,0.1899999976158142,0.7599999904632568
67,0.9900000095367432,0.07000000029802322,0.6600000262260437
68,0.9300000071525574,0.1899999976158142,0.7200000286102295
69,0.9700000286102295,0.10999999940395355,0.6499999761581421
70,0.9599999785423279,0.3199999928474426,0.7099999785423279
71,0.9599999785423279,0.14000000059604645,0.6700000166893005
72,0.9399999976158142,0.2199999988079071,0.699999988079071
73,0.9100000262260437,0.17000000178813934,0.5899999737739563
74,0.9200000166893005,0.12999999523162842,0.6600000262260437
75,0.9700000286102295,0.33000001311302185,0.7099999785423279
76,0.9599999785423279,0.18000000715255737,0.7200000286102295
77,0.9700000286102295,0.20999999344348907,0.6899999976158142
78,0.9800000190734863,0.23000000417232513,0.7300000190734863
79,0.9599999785423279,0.25999999046325684,0.7599999904632568
80,0.9399999976158142,0.18000000715255737,0.6899999976158142
81,0.9300000071525574,0.30000001192092896,0.7099999785423279
82,0.9200000166893005,0.20999999344348907,0.75
83,0.9700000286102295,0.17000000178813934,0.7200000286102295
84,0.949999988079071,0.23000000417232513,0.7200000286102295
85,0.9399999976158142,0.14000000059604645,0.6600000262260437
86,0.9399999976158142,0.3199999928474426,0.75
87,0.9800000190734863,0.2800000011920929,0.6600000262260437
88,0.949999988079071,0.17000000178813934,0.6499999761581421
89,0.9100000262260437,0.3100000023841858,0.6200000047683716
90,0.9100000262260437,0.10999999940395355,0.699999988079071
91,0.9399999976158142,0.3400000035762787,0.7599999904632568
92,0.9300000071525574,0.12999999523162842,0.6899999976158142
93,0.8899999856948853,0.17000000178813934,0.6499999761581421
94,0.9300000071525574,0.18000000715255737,0.7699999809265137
95,0.9300000071525574,0.2800000011920929,0.7099999785423279
96,0.9399999976158142,0.33000001311302185,0.699999988079071
97,0.9300000071525574,0.25,0.6299999952316284
98,0.9599999785423279,0.2800000011920929,0.75
99,0.9300000071525574,0.23999999463558197,0.6899999976158142
100,0.9599999785423279,0.3499999940395355,0.800000011920929
101,0.9599999785423279,0.33000001311302185,0.6899999976158142
102,0.9700000286102295,0.2800000011920929,0.75
103,0.9599999785423279,0.1899999976158142,0.699999988079071
104,0.949999988079071,0.12999999523162842,0.6800000071525574
105,0.949999988079071,0.3499999940395355,0.7200000286102295
106,0.9100000262260437,0.20999999344348907,0.699999988079071
107,0.9599999785423279,0.23999999463558197,0.7599999904632568
108,0.949999988079071,0.1599999964237213,0.6800000071525574
109,0.9800000190734863,0.3700000047683716,0.7200000286102295
110,0.9599999785423279,0.3199999928474426,0.7099999785423279
111,0.9399999976158142,0.2800000011920929,0.6399999856948853
112,1.0,0.2800000011920929,0.7200000286102295
113,0.9700000286102295,0.2800000011920929,0.7400000095367432
114,0.9700000286102295,0.25,0.7099999785423279
115,0.9800000190734863,0.36000001430511475,0.6700000166893005
116,0.949999988079071,0.30000001192092896,0.6800000071525574
117,0.9900000095367432,0.3400000035762787,0.75
118,0.9800000190734863,0.3199999928474426,0.7200000286102295
119,1.0,0.36000001430511475,0.6899999976158142
120,0.9700000286102295,0.28999999165534973,0.6700000166893005
121,0.9900000095367432,0.3100000023841858,0.6800000071525574
122,0.9599999785423279,0.4300000071525574,0.6700000166893005
123,0.9700000286102295,0.3199999928474426,0.7200000286102295
124,1.0,0.38999998569488525,0.75
125,0.8899999856948853,0.36000001430511475,0.6499999761581421
126,0.9900000095367432,0.49000000953674316,0.75
127,0.9599999785423279,0.4099999964237213,0.7300000190734863
128,0.9900000095367432,0.4000000059604645,0.6899999976158142
129,0.9800000190734863,0.28999999165534973,0.6000000238418579
130,0.9800000190734863,0.3700000047683716,0.75
131,0.9800000190734863,0.3799999952316284,0.6499999761581421
132,0.9800000190734863,0.3400000035762787,0.7200000286102295
133,0.9800000190734863,0.3400000035762787,0.6700000166893005
134,0.949999988079071,0.30000001192092896,0.6299999952316284
135,0.9599999785423279,0.4099999964237213,0.6700000166893005
136,0.9599999785423279,0.3700000047683716,0.7099999785423279
137,0.9700000286102295,0.3700000047683716,0.6700000166893005
138,0.9900000095367432,0.4300000071525574,0.7799999713897705
139,0.949999988079071,0.33000001311302185,0.6899999976158142
140,0.9900000095367432,0.4099999964237213,0.7099999785423279
141,0.9399999976158142,0.44999998807907104,0.699999988079071
142,0.9599999785423279,0.4300000071525574,0.5899999737739563
143,0.9599999785423279,0.3400000035762787,0.6399999856948853
144,0.9800000190734863,0.4000000059604645,0.7400000095367432
145,0.9700000286102295,0.4099999964237213,0.7300000190734863
146,0.9700000286102295,0.41999998688697815,0.699999988079071
147,0.9800000190734863,0.38999998569488525,0.6600000262260437
148,0.9700000286102295,0.46000000834465027,0.75
149,0.9800000190734863,0.33000001311302185,0.6800000071525574
150,0.9200000166893005,0.4300000071525574,0.7300000190734863
151,0.9800000190734863,0.4099999964237213,0.7099999785423279
152,0.9900000095367432,0.4300000071525574,0.6800000071525574
153,0.9599999785423279,0.44999998807907104,0.7300000190734863
154,0.9700000286102295,0.49000000953674316,0.6899999976158142
155,0.9800000190734863,0.4000000059604645,0.6800000071525574
156,0.9599999785423279,0.5199999809265137,0.7400000095367432
157,0.9599999785423279,0.3799999952316284,0.6499999761581421
158,0.9700000286102295,0.3700000047683716,0.6800000071525574
159,0.949999988079071,0.3700000047683716,0.6800000071525574
160,0.9599999785423279,0.4099999964237213,0.7200000286102295
161,0.9599999785423279,0.46000000834465027,0.7699999809265137
162,0.9300000071525574,0.4099999964237213,0.6700000166893005
163,0.9700000286102295,0.5,0.7200000286102295
164,0.9700000286102295,0.3499999940395355,0.7300000190734863
165,0.8999999761581421,0.33000001311302185,0.5099999904632568
166,0.9800000190734863,0.44999998807907104,0.7200000286102295
167,0.9900000095367432,0.5099999904632568,0.7200000286102295
168,0.949999988079071,0.38999998569488525,0.5699999928474426
169,0.9599999785423279,0.49000000953674316,0.7300000190734863
170,0.9599999785423279,0.4399999976158142,0.6000000238418579
171,1.0,0.4099999964237213,0.7099999785423279
172,0.949999988079071,0.46000000834465027,0.6200000047683716
173,0.9599999785423279,0.4300000071525574,0.5199999809265137
174,0.9399999976158142,0.3700000047683716,0.6200000047683716
175,0.9800000190734863,0.47999998927116394,0.6600000262260437
176,0.9900000095367432,0.550000011920929,0.699999988079071
177,0.949999988079071,0.44999998807907104,0.6700000166893005
178,0.9800000190734863,0.5,0.699999988079071
179,0.9300000071525574,0.49000000953674316,0.6499999761581421
180,0.949999988079071,0.46000000834465027,0.699999988079071
181,0.9599999785423279,0.44999998807907104,0.6700000166893005
182,0.9599999785423279,0.5,0.5899999737739563
183,0.9800000190734863,0.4399999976158142,0.7200000286102295
184,0.9700000286102295,0.49000000953674316,0.7400000095367432
185,0.9800000190734863,0.41999998688697815,0.6700000166893005
186,0.9800000190734863,0.4699999988079071,0.7099999785423279
187,0.9900000095367432,0.5299999713897705,0.6299999952316284
188,0.9700000286102295,0.5199999809265137,0.41999998688697815
189,0.9700000286102295,0.5400000214576721,0.6200000047683716
190,0.949999988079071,0.550000011920929,0.6399999856948853
191,0.9800000190734863,0.5899999737739563,0.6700000166893005
192,0.9300000071525574,0.4699999988079071,0.5899999737739563
193,0.949999988079071,0.49000000953674316,0.6100000143051147
194,0.9599999785423279,0.5299999713897705,0.6700000166893005
195,0.9700000286102295,0.6100000143051147,0.7300000190734863
196,0.949999988079071,0.5600000023841858,0.5799999833106995
197,0.9399999976158142,0.44999998807907104,0.5899999737739563
198,0.949999988079071,0.5299999713897705,0.5799999833106995
199,0.949999988079071,0.49000000953674316,0.6499999761581421
200,1.0,0.5400000214576721,0.6800000071525574
201,0.9700000286102295,0.550000011920929,0.7099999785423279
202,0.9700000286102295,0.44999998807907104,0.6800000071525574
203,0.9700000286102295,0.4399999976158142,0.7200000286102295
204,0.9800000190734863,0.41999998688697815,0.6299999952316284
205,0.949999988079071,0.41999998688697815,0.4300000071525574
206,0.9900000095367432,0.5400000214576721,0.75
207,0.9700000286102295,0.41999998688697815,0.6299999952316284
208,0.9800000190734863,0.6000000238418579,0.6499999761581421
209,0.949999988079071,0.5199999809265137,0.6000000238418579
210,0.9700000286102295,0.6200000047683716,0.6600000262260437
211,0.9700000286102295,0.4699999988079071,0.550000011920929
212,1.0,0.5600000023841858,0.75
213,0.9700000286102295,0.47999998927116394,0.6600000262260437
214,0.9700000286102295,0.5199999809265137,0.7200000286102295
215,0.9700000286102295,0.5299999713897705,0.5799999833106995
216,0.9800000190734863,0.5600000023841858,0.6399999856948853
217,1.0,0.6200000047683716,0.7300000190734863
218,0.9900000095367432,0.5899999737739563,0.7099999785423279
219,0.9800000190734863,0.5799999833106995,0.7099999785423279
220,0.9599999785423279,0.5699999928474426,0.44999998807907104
221,0.9900000095367432,0.6100000143051147,0.5699999928474426
222,0.9599999785423279,0.5299999713897705,0.6600000262260437
223,1.0,0.6200000047683716,0.75
224,0.9900000095367432,0.6299999952316284,0.6600000262260437
225,0.9900000095367432,0.49000000953674316,0.6299999952316284
226,0.9800000190734863,0.5600000023841858,0.7400000095367432
227,0.9700000286102295,0.5899999737739563,0.6000000238418579
228,1.0,0.6399999856948853,0.7200000286102295
229,1.0,0.6499999761581421,0.6499999761581421
230,0.9800000190734863,0.6000000238418579,0.6499999761581421
231,0.9700000286102295,0.5099999904632568,0.5899999737739563
232,0.9800000190734863,0.5899999737739563,0.6200000047683716
233,0.9800000190734863,0.6000000238418579,0.5299999713897705
234,0.9900000095367432,0.5199999809265137,0.6000000238418579
235,0.9900000095367432,0.5199999809265137,0.6000000238418579
236,0.9399999976158142,0.5299999713897705,0.5699999928474426
237,0.9900000095367432,0.550000011920929,0.7099999785423279
238,0.9800000190734863,0.6600000262260437,0.6299999952316284
239,0.9700000286102295,0.47999998927116394,0.7400000095367432
240,0.9900000095367432,0.5699999928474426,0.6700000166893005
241,0.9399999976158142,0.5199999809265137,0.6000000238418579
242,0.9800000190734863,0.6200000047683716,0.6499999761581421
243,1.0,0.6100000143051147,0.6800000071525574
244,0.9800000190734863,0.5699999928474426,0.6800000071525574
245,0.9900000095367432,0.5699999928474426,0.7099999785423279
246,0.949999988079071,0.47999998927116394,0.6000000238418579
247,0.9900000095367432,0.5899999737739563,0.6600000262260437
248,0.9900000095367432,0.5899999737739563,0.699999988079071
249,1.0,0.5600000023841858,0.6399999856948853
250,0.9399999976158142,0.6000000238418579,0.6899999976158142
251,0.9800000190734863,0.5600000023841858,0.6899999976158142
252,0.9900000095367432,0.5899999737739563,0.550000011920929
253,0.9800000190734863,0.6100000143051147,0.7099999785423279
254,0.949999988079071,0.47999998927116394,0.5600000023841858
255,0.9800000190734863,0.6200000047683716,0.7099999785423279
256,0.9599999785423279,0.5799999833106995,0.6299999952316284
257,0.9700000286102295,0.5899999737739563,0.6899999976158142
258,0.9800000190734863,0.6600000262260437,0.6700000166893005
259,0.9800000190734863,0.550000011920929,0.6800000071525574
260,0.9800000190734863,0.47999998927116394,0.7300000190734863
261,0.9700000286102295,0.6299999952316284,0.75
262,0.949999988079071,0.5899999737739563,0.7599999904632568
263,0.949999988079071,0.6399999856948853,0.6399999856948853
264,0.9700000286102295,0.5400000214576721,0.6700000166893005
265,0.8299999833106995,0.4399999976158142,0.46000000834465027
266,0.9700000286102295,0.5600000023841858,0.75
267,0.9900000095367432,0.6000000238418579,0.6399999856948853
268,0.9700000286102295,0.6100000143051147,0.4399999976158142
269,0.9800000190734863,0.6100000143051147,0.7099999785423279
270,0.9599999785423279,0.47999998927116394,0.49000000953674316
271,0.9800000190734863,0.6100000143051147,0.6399999856948853
272,0.9800000190734863,0.6000000238418579,0.6100000143051147
273,0.9700000286102295,0.6000000238418579,0.5
274,0.9599999785423279,0.47999998927116394,0.6100000143051147
275,0.9800000190734863,0.6000000238418579,0.6299999952316284
276,0.9800000190734863,0.6399999856948853,0.6000000238418579
277,0.9599999785423279,0.6600000262260437,0.6499999761581421
278,0.9900000095367432,0.6399999856948853,0.7400000095367432
279,0.9300000071525574,0.6299999952316284,0.5699999928474426
280,0.9599999785423279,0.6399999856948853,0.550000011920929
281,0.9599999785423279,0.6399999856948853,0.6899999976158142
282,0.949999988079071,0.6000000238418579,0.6000000238418579
283,0.9800000190734863,0.5899999737739563,0.7200000286102295
