i,clean_acc,ptb_acc,inv_acc
0,1.0,0.0,0.800000011920929
1,0.9900000095367432,0.0,0.75
2,0.9800000190734863,0.0,0.7200000286102295
3,0.9599999785423279,0.0,0.7599999904632568
4,0.9800000190734863,0.0,0.7300000190734863
5,0.9700000286102295,0.0,0.7099999785423279
6,0.9700000286102295,0.0,0.75
7,0.9599999785423279,0.0,0.7599999904632568
8,0.9700000286102295,0.009999999776482582,0.8100000023841858
9,0.9800000190734863,0.0,0.7599999904632568
10,0.9599999785423279,0.0,0.7400000095367432
11,0.9399999976158142,0.0,0.7699999809265137
12,0.949999988079071,0.0,0.75
13,0.9800000190734863,0.0,0.7300000190734863
14,0.9599999785423279,0.0,0.7799999713897705
15,0.9900000095367432,0.0,0.7799999713897705
16,0.9800000190734863,0.0,0.7300000190734863
17,0.9700000286102295,0.0,0.7300000190734863
18,0.9200000166893005,0.009999999776482582,0.7200000286102295
19,0.9800000190734863,0.0,0.7400000095367432
20,0.949999988079071,0.0,0.7200000286102295
21,0.9800000190734863,0.0,0.75
22,0.9900000095367432,0.0,0.7099999785423279
23,0.9599999785423279,0.0,0.7200000286102295
24,0.9700000286102295,0.029999999329447746,0.7300000190734863
25,0.9800000190734863,0.0,0.75
26,0.9700000286102295,0.009999999776482582,0.7099999785423279
27,0.9900000095367432,0.0,0.7400000095367432
28,0.9900000095367432,0.05999999865889549,0.7400000095367432
29,0.9399999976158142,0.0,0.7400000095367432
30,0.9800000190734863,0.0,0.6600000262260437
31,0.8600000143051147,0.0,0.7200000286102295
32,0.9900000095367432,0.0,0.7300000190734863
33,0.9399999976158142,0.0,0.7400000095367432
34,0.9599999785423279,0.009999999776482582,0.7400000095367432
35,0.9200000166893005,0.03999999910593033,0.7300000190734863
36,0.9700000286102295,0.0,0.7200000286102295
37,0.9399999976158142,0.009999999776482582,0.7200000286102295
38,0.9599999785423279,0.019999999552965164,0.7200000286102295
39,0.9200000166893005,0.019999999552965164,0.7300000190734863
40,0.9399999976158142,0.0,0.800000011920929
41,0.9599999785423279,0.05999999865889549,0.75
42,0.9900000095367432,0.009999999776482582,0.75
43,0.9900000095367432,0.03999999910593033,0.75
44,0.9399999976158142,0.03999999910593033,0.7599999904632568
45,0.9700000286102295,0.009999999776482582,0.7599999904632568
46,0.949999988079071,0.029999999329447746,0.7799999713897705
47,0.9700000286102295,0.009999999776482582,0.7400000095367432
48,0.8500000238418579,0.05000000074505806,0.7200000286102295
49,0.9900000095367432,0.0,0.7699999809265137
